age_CE,light_lamin_thick,dark_lamin_thick,ref,lon,lat,varve_thick,lake_name
1724,0.037,0.028,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.065,Nar Gölü
1723,0.034,0.023,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.057,Nar Gölü
1722,0.052,0.017,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.069,Nar Gölü
1721,0.031,0.035,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.066,Nar Gölü
1720,0.042,0.01,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.052000000000000005,Nar Gölü
1719,0.039,0.018,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.056999999999999995,Nar Gölü
1718,0.015,0.023,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.038,Nar Gölü
1717,0.003,0.017,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.02,Nar Gölü
1716,0.043,0.017,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.06,Nar Gölü
1715,0.036,0.015,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.051,Nar Gölü
1714,0.033,0.027,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.06,Nar Gölü
1713,0.038,0.022,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.06,Nar Gölü
1712,0.021,0.015,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.036000000000000004,Nar Gölü
1711,0.024,0.013,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.037,Nar Gölü
1710,0.013,0.016,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.028999999999999998,Nar Gölü
1709,0.047,0.015,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.062,Nar Gölü
1708,0.025,0.02,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.045,Nar Gölü
1707,0.04,0.023,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.063,Nar Gölü
1706,0.034,0.026,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.06,Nar Gölü
1705,0.038,0.022,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.06,Nar Gölü
1704,0.02,0.032,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.052000000000000005,Nar Gölü
1703,0.039,0.031,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.07,Nar Gölü
1702,0.035,0.022,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.057,Nar Gölü
1701,0.028,0.034,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.062,Nar Gölü
1700,0.033,0.041,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.07400000000000001,Nar Gölü
1699,0.04,0.048,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.088,Nar Gölü
1698,0.03,0.054,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.08399999999999999,Nar Gölü
1697,0.042,0.02,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.062,Nar Gölü
